"식사코드	급식일자	요리명"
"2	20190609	후리카케주먹밥1.2.5.6.9.10.13.<br/>바지락칼국수1.5.6.13.<br/>닭강정@2.4.5.6.12.13.15.<br/>배추김치9.13.<br/>내사랑사과쥬스"
"3	20190609	찹쌀밥<br/>쇠고기미역국5.6.<br/>연두부찜/양념장5.6.<br/>부추파절이(자율)13.<br/>돈육불고기5.6.10.13.<br/>보쌈김치9.13.<br/>쁘띠첼푸딩2.5.11.13."
"1	20190610	찹쌀밥<br/>참치김치볶음1.9.13.<br/>맑은어묵탕1.5.6.13.<br/>스팸구이*케첩1.6.10.13.<br/>*견과<br/>아침REAL쥬스<br/>모카소보로빵*생크림1.2.5.6.13."
"2	20190610	현미밥<br/>과일샐러드1.2.4.5.6.11.13.<br/>*새싹&양상추*드레싱1.2.5.6.10.11.13.<br/>오곡고구마스트링롤카츠*브라운1.2.5.6.10.12.13.<br/>배추김치9.13.<br/>요구르트2.<br/>크림스프*마늘빵 2.5.6.13."
"3	20190610	제육콩나물비빔밥5.6.13.18.<br/>계란실파국1.5.6.13.<br/>연근땅콩조림4.5.6.13.18.<br/>궁중떡볶이1.5.6.13.<br/>깍두기9.13.<br/>딸기요플레2."
"1	20190611	찹쌀밥*김가루2.6.10.13.<br/>팽이버섯된장국5.6.13.<br/>갈비만두*양념장1.2.5.6.10.13.14.16.18.<br/>배추김치9.13.<br/>딸기찹쌀아이스찰떡5.13.<br/>썬업(오렌지)"
"2	20190611	찰보리밥<br/>설렁탕*소면사리1.5.6.13.16.<br/>찰순대*허브소금6.10.<br/>*사과무생채13.<br/>갈치구이*소스2.5.6.<br/>석박지9.13.<br/>수박"
"3	20190611	찹쌀밥<br/>우리밀다크스틱케이크1.2.5.6.13.<br/>돈육김치찌개5.6.9.10.13.<br/>찹스테이크감자조림1.2.5.6.10.12.13.<br/>탕평채5.6.13.16.<br/>열무김치9.13."
"1	20190612	찹쌀밥<br/>스폰지케잌1.2.5.6.13.<br/>갈비탕 한그릇 1.5.8.13.<br/>후라이드닭꼬치*소스5.6.12.13.16.<br/>석박지9.13.<br/>초코칩오트밀요쿠르트5.13."
"2	20190612	열무비빔밥(+두부강된장)1.5.6.9.10.13.18.<br/>아이스생크림슈1.2.5.6.13.<br/>우렁감자된장찌개5.6.13.<br/>(+스크램블드에그)1.2.5.6.9.10.13.<br/>고기*명란군만두1.5.6.16.17.18.<br/>배추김치9.13."
"3	20190612	찹쌀밥<br/>도토리묵국5.9.13.<br/>돈육폭찹5.6.10.12.13.<br/>명엽채볶음5.6.13.18.<br/>깍두기9.13.<br/>막대아이스크림1.2.5."
"1	20190613	+찹쌀밥<br/>쇠고기육개장5.6.16.<br/>메추리알샐러드1.5.13.<br/>채소가득랍스터커틀릿*소스 1.5.6.9.12.13.<br/>배추김치9.13.<br/>얼려먹는요쿠르트(에이스)2.<br/>도라에몽암기빵1.2.5.6.13."
"2	20190613	클로렐라밥<br/>들깨감자수제비5.6.13.<br/>수제양파깻잎간장장아찌5.6.13.<br/>캐리비안저크불닭새+카사바칩2.5.6.9.12.13.16.<br/>배추김치9.13.<br/>바나나(생과)<br/>파프리카/아삭고추&땅콩쌈장4.5.6.12.13."
"3	20190613	하이라이스1.2.5.6.10.12.13.<br/>김치콩나물국5.6.9.13.<br/>토마토큐브치즈샐러드5.6.12.13.18.<br/>석박지9.13.<br/>프렌치토스트 1/2쪽1.2.5.6.13.<br/>용가리치킨/머스터드1.2.5.6.13.15.16."
"1	20190614	+찹쌀밥<br/>삼계영양죽13.15.<br/>+웨지감자5.12.13.<br/>깍두기9.13.<br/>과일쥬스(오렌지)5.13.<br/>치즈피자브리또 1.2.5.6.10.12.13.<br/>바나나(생과)"
"2	20190614	비빔면+계란2/1개+무초절임1.2.3.5.6.13.16.<br/>김자반*찹쌀밥2.6.10.13.<br/>콩나물맑은국5.13.<br/>상추쌈*아삭이고추<br/>+육쌈(직화불고기)5.6.10.13.<br/>파인애플"
"1	20190617	찹쌀밥<br/>쇠고기무국5.6.13.16.<br/>진미마요네즈조림 5.6.13.17.<br/>계란*떡볶이1.5.6.13.<br/>+모듬견과<br/>썬업(과일음료)<br/>마카롱 1.2.5.6.13."
"2	20190617	흑미밥<br/>등뼈우거지국5.6.10.<br/>황도샐러드*드레싱1.2.5.6.10.11.13.<br/>마늘쫑잔멸치볶음5.6.13.<br/>그릴치킨스테이크*데리야끼소스1.2.5.6.10.12.13.15.<br/>열무김치9.13.<br/>방울토마토12."
"3	20190617	불닭마요덮밥1.5.6.12.13.15.16.18.<br/>건새우무국5.6.9.13.<br/>숙주나물무침<br/>깍두기9.13.<br/>바나나<br/>찹쌀쫀도그/케첩1.2.5.6.10.12.13.14.15.16.18."
"1	20190618	찹쌀밥<br/>오이피클13.<br/>감자건포도샐러드1.2.5.13.<br/>혜화동치킨커틀릿*소스1.2.5.6.13.<br/>떠먹는한끼오뜨파인애플5.13.<br/>우리사과팬케이크1.2.5.6.13.<br/>크림스프2.4.5.6.13."
"2	20190618	현미밥<br/>추어탕 13.<br/>두부샐러드*참깨드레싱1.2.5.6.10.11.13.16.18.<br/>돈스테이크*어린잎*소스1.2.5.6.10.12.13.16.18.<br/>+클링클럿감자튀김5.12.13.<br/>배추김치9.13.<br/>바나나(생과)"
"3	20190618	자율밥+김자반13.<br/>미니어묵우동1.5.6.9.13.<br/>삶은달걀1.<br/>떡볶이5.6.13.<br/>미니김말이1.5.6.<br/>배추김치9.13.<br/>꼬들단무지무침<br/>얼린자두맛쥬시쿨2."
"1	20190619	김가루*찹쌀밥2.6.10.13.<br/>초코칩 트위스트1.2.5.6.13.<br/>등갈비조림5.6.10.13.<br/>배추김치9.13.<br/>데르뜨젤리*백도2.5.13.<br/>모듬견과"
"2	20190619	짬뽕밥 * 당면5.6.8.9.13.16.17.18.<br/>양파*춘장5.6.<br/>타코야끼*마요*데리1.2.5.6.10.12.13.16.17.18.<br/>배추김치9.13.<br/>단무지<br/>아이스홍시"
"3	20190619	찹쌀밥<br/>들깨수제비국5.6.13.18.<br/>매운돼지갈비찜*2.5.6.10.13.<br/>두부구이5.6.<br/>배추김치9.13.<br/>양념장5.6.<br/>청포도"
"1	20190620	+찹쌀밥<br/>곰탕한그릇1.5.8.16.<br/>참치야채볶음5.6.13.<br/>야채소시지*케첩2.5.6.10.12.13.<br/>깍두기9.13.<br/>단지쵸코우유2.5.<br/>아침도넛(유기농)1.2.5.6.13."
"2	20190620	홍국쌀밥<br/>조랭이떡국1.5.6.13.16.<br/>연두부찜*양념장5.6.<br/>(*깻잎순나물)5.6.<br/>자메이카닭다리5.6.13.18.<br/>배추김치9.13.<br/>파인애플"
"3	20190620	김밥볶음밥/구운김1.2.5.6.10.13.<br/>우동국물1.5.6.9.13.<br/>납작군만두/비빔야채1.5.6.10.13.16.18.<br/>배추김치9.13.<br/>바베큐소스닭꼬치5.6.12.13.15.18."
"1	20190621	쇠고기야채죽<br/>+뮤즐리잔멸치볶음4.5.6.13.<br/>단지바나나우유2.<br/>곡물바2.5.6.13.<br/>초코파이1.2.5.6.13.<br/>길거리토스트1/21.2.5.6.10.12.13."
"2	20190621	참치마요덮밥1.5.6.13.<br/>꼬치어묵국1.5.6.13.<br/>망고샐러드*드레싱1.2.5.6.10.13.<br/>떡볶이1.5.6.13.<br/>+롱롱치즈스틱2.12.13.<br/>배추김치9.13.<br/>요쿠르트2."
"3	20190621	영양닭죽13.15.<br/>브로콜리&초장5.6.13.<br/>도라지오이생채13.<br/>오징어김치전5.6.9.13.<br/>석박지9.13.<br/>무지개떡5.13.<br/>상큼한수제레몬에이드"
"1	20190622	찹쌀밥<br/>얼큰콩나물국5.6.13.<br/>쥐취포조림5.6.13.<br/>대패불고기5.6.10.13.<br/>배추김치9.13.<br/>딸기요플레2.<br/>프렌치토스트1.2."
"2	20190622	자장면*추가밥1.2.5.6.10.13.<br/>부추계란국1.13.<br/>꿔바로우탕수육1.5.6.10.11.12.13.<br/>배추김치9.13.<br/>요구르트2."
"3	20190622	참치김치덮밥5.6.9.13.<br/>다시마무국5.6.8.9.13.<br/>계란후라이1.<br/>꼬치없는떡꼬치2.5.6.12.13.<br/>열무김치9.13.<br/>생크림과일샐러드1.2.5.12.13."
"1	20190623	찹쌀밥<br/>쇠고기무국5.6.13.16.<br/>잔멸치깻잎찜5.6.13.<br/>고구마닭갈비2.5.6.13.15.<br/>모닝빵*딸기잼1.2.5.6.13.<br/>콘푸레이크/오레오오즈2.5.6.13."
"2	20190623	볶음밥2.5.6.9.10.13.<br/>블랙필드2.5.6.13.<br/>팽이버섯된장국5.6.13.<br/>파래돌김자반13.<br/>총각김치9.13.<br/>파인애플C쥬스5.13."
"3	20190623	찹쌀밥<br/>부대찌개/라면사리1.2.5.6.9.10.13.<br/>사태떡찜5.6.10.13.<br/>시금치나물<br/>파래김자반13.<br/>깍두기9.13.<br/>참외"
"1	20190624	찹쌀밥<br/>얼큰콩나물국5.6.13.<br/>속보이는쫄깃만두1.5.6.10.13.<br/>햄야채계란말이1.2.5.6.10.<br/>배추김치9.13.<br/>과일쥬스(생과일)<br/>초코티라미수조각케잌1.2.5.6.13."
"2	20190624	클로렐라밥<br/>호박두부된장국5.6.13.<br/>상추쌈&아삭이고추(쌈장)<br/>베이컨감자채볶음2.5.6.10.13.<br/>대패불고기5.6.10.13.<br/>배추김치9.13."
"3	20190624	찹쌀밥<br/>쇠고기미역국5.6.<br/>콩나물무침5.<br/>부추양파무침5.6.13.<br/>오리훈제구이/머스터드1.5.13.<br/>배추김치9.13.<br/>무쌈<br/>도라에몽슈크림만쥬1.2.5.6.13."
"1	20190625	찹쌀밥<br/>설렁탕1.5.8.16.<br/>건새우고추장볶음5.6.9.13.<br/>향긋한깻잎주먹완자*케첩1.2.6.10.15.<br/>깍두기9.13.<br/>모닝퐁라떼/(미숫가루)2.5.6.<br/>크림빵(60)1.2.5.6.13."
"2	20190625	+추가흑미밥<br/>삼계영양죽13.15.<br/>오징어두부두루치기*칼국수5.6.12.13.16.17.<br/>잔멸치조림고추볶음5.6.13.<br/>깍두기9.13.<br/>바나나(생과)<br/>파프리카/아삭고추*땅콩쌈장4.5.6.12.13."
"3	20190625	자율(추가밥+김자반)13.<br/>몽쉘파이1.2.5.6.13.<br/>미소장국5.6.13.<br/>오색피클13.<br/>토마토스파게티1.2.5.6.10.12.13.<br/>크링클컷/카사바칩/케첩5.6.12.13.<br/>배추김치9.13."
"1	20190626	대패불고기야채덮밥5.6.10.13.<br/>팽이미소된장국5.6.13.16.18.<br/>배추김치9.13.<br/>*견과<br/>쵸코우유2.5.<br/>더블퍼지쿠키1.2.5.6.13.14."
"2	20190626	전주식비빔밥* 언양식떡갈비1.5.6.10.15.16.<br/>무채맑은국13.<br/>배추김치9.13.<br/>쉐이크(아이스크림)1.2.5.<br/>바람떡5.13."
"3	20190626	쇠고기콩나물밥5.13.16.<br/>우렁된장찌개*5.<br/>열대과일샐러드1.2.5.6.13.<br/>양념치킨2.4.5.6.12.13.15.<br/>배추김치9.13.<br/>포춘쿠키1.2.5.6.13."
"1	20190627	찹쌀밥<br/>쇠고기무국5.6.13.16.<br/>계란*떡볶이1.5.6.13.<br/>+롱롱치즈스틱2.12.13.<br/>+모듬견과<br/>썬업(과일음료)<br/>초코파이1.2.5.6.13."
"2	20190627	현미밥<br/>들깨감자수제비5.6.13.<br/>오리버섯볶음*5.6.13.<br/>부추겉절이*5.6.13.<br/>양파깻잎간장장아찌5.6.13.<br/>새콤달콤무쌈*어린잎1.5.6.13.<br/>배추김치9.13.<br/>수박"
"3	20190627	찹쌀밥<br/>쇠고기육개장5.6.13.16.<br/>어묵당면잡채1.5.6.8.10.13.<br/>베이컨감자채볶음2.6.10.<br/>석박지9.13.<br/>짜먹는요구르트2."
"1	20190628	찹쌀밥<br/>뮤즐리잔멸치볶음4.5.6.13.<br/>(배추김치)9.13.<br/>콘푸레이크/스페셜K2.5.6.13.<br/>누룽지5.13.<br/>아침에샌드위치(치즈/햄/감자)1.2.5.6.10.13."
"2	20190628	찰보리밥<br/>우렁살아욱된장국5.6.13.<br/>무채장아찌 13.<br/>상추쌈&아삭이고추(쌈장)<br/>돈오븐구이(+웨지감자)5.6.10.12.13.18.<br/>배추김치9.13.<br/>3색방울토마토12."
"3	20190628	참치새싹비빔밥5.6.13.<br/>바지락콩나물국5.13.<br/>미역줄기볶음<br/>소떡소떡꼬치/소스2.5.6.10.12.13.15.16.18.<br/>깍두기9.13.<br/>오렌지주스5.13."
"1	20190629	계란밥(+간장/참기름)1.2.5.6.10.13.<br/>팡오쇼콜라13.<br/>꽃게된장국5.6.8.13.<br/>비엔나메추리알조림1.2.5.6.10.12.13.<br/>맛김13.<br/>배추김치9.13.<br/>과일쥬스"
"2	20190629	스팸마요김가루덮밥1.5.6.10.13.15.<br/>콩나물김치국5.6.9.13.<br/>김말이강정1.2.4.5.6.10.12.13.<br/>깍두기9.13.<br/>텐저린5.13.<br/>초코슈1.2.5.6.13."
"3	20190629	카레라이스2.5.6.10.13.<br/>유부된장국5.6.13.<br/>양배추샐러드1.5.6.12.13.<br/>오징어링튀김2개1.5.6.<br/>새우튀김2개1.5.6.9.<br/>배추김치9.13.<br/>사과13."
"1	20190630	닭야채죽/밥5.15.<br/>돈육꽈리고추장조림5.6.10.13.<br/>아몬드호두김자반13.<br/>배추김치9.13.<br/>초코우유2.5.<br/>밀크프랑스빵1.2.5.6.13."
"2	20190630	찹쌀밥<br/>고추장찌개5.6.9.10.13.<br/>파채무침13.<br/>후라이드치킨1.2.5.6.13.<br/>단무지<br/>파인애플C쥬스5.13.<br/>치즈쿠키1.2.5.6.13."
"3	20190630	찹쌀밥<br/>옥수수스프2.5.6.13.<br/>쫄면야채무침5.6.13.<br/>통등심돈까스/소스1.2.5.6.10.12.13.16.18.<br/>배추김치9.13."
"1	20190701	찹쌀밥<br/>곰탕(아침)1.5.8.16.<br/>오리훈제&부추무침<br/>무산김13.<br/>석박지9.13.<br/>팔미어파이1.2.5.6.13.<br/>사과한가득쥬스(유기농)"
"2	20190701	홍국쌀밥<br/>쇠고기육개장5.6.16.<br/>뮤즐리잔멸치볶음4.5.6.13.<br/>(브로콜리&초장)5.6.13.<br/>닭장각오븐구이(뿌링클)5.6.13.<br/>(+카사바칩)6.<br/>천도복숭아11."
"3	20190701	해물볶음밥1.2.5.6.9.10.13.16.18.<br/>건새우무국5.6.9.13.<br/>연두부찜&양념장5.6.<br/>타워데리멘츠카츠1.2.5.6.12.13.16.<br/>열무김치9.13.<br/>요거타임2."
"1	20190702	찹쌀밥<br/>참치김치볶음1.9.13.<br/>물만두국1.5.6.10.13.<br/>스팸구이*케첩1.6.10.13.<br/>*견과<br/>아침REAL쥬스<br/>모카소보로빵*생크림1.2.5.6.13."
"2	20190702	찹쌀밥<br/>부대찌개2.5.6.9.10.13.<br/>콩나물무침5.<br/>오코노미치킨까스1.2.5.6.10.12.13.15.18.<br/>깍두기9.13.<br/>수박"
"3	20190702	햄치즈밥버거2.6.9.10.13.<br/>조랭이떡국1.13.<br/>매콤왕도깨비감자핫도그1.2.5.6.10.12.13.15.18.<br/>깍두기9.13.<br/>카프리제토마토샐러드2.5.6.12.13."
"1	20190708	찹쌀밥*김가루2.6.10.13.<br/>팽이버섯된장국5.6.13.<br/>찐만두*양념장1.5.6.10.13.<br/>배추김치9.13.<br/>모듬견과<br/>크림 빵1.2.5.6.13.<br/>썬업(오렌지)"
"2	20190708	흑미밥<br/>쇠고기미역국5.6.16.<br/>영양갈비찜5.6.10.13.<br/>부추잡채5.6.8.10.13.<br/>배추김치9.13.<br/>생일케이크1.2.5.6.13."
"3	20190708	찹쌀밥<br/>새알만두국1.5.6.10.13.<br/>골뱅이소면무침5.6.13.<br/>혜화동 베이비치킨커틀렛1.2.5.6.10.12.13.15.16.18.<br/>깍두기9.13.<br/>조각파인애플"
"1	20190709	찹쌀밥<br/>황태순두부찌개5.13.<br/>고구마*건포도샐러드1.2.5.13.<br/>배추김치9.13.<br/>아침에포도쥬스<br/>초코모찌롤1.2.5.13.<br/>미트번*소스1.2.5.6.10.12.13.15.16.18."
"2	20190709	차수수밥<br/>짜글이찌개5.6.9.10.13.<br/>연두부*양념장5.6.<br/>오이스틱*당근스틱5.6.<br/>수제파닭5.6.13.15.<br/>깍두기9.13.<br/>파프리카&견과쌈장4.5.6.12.13."
"3	20190709	찹쌀밥<br/>맑은콩나물국5.6.13.<br/>멸치견과류볶음5.6.13.14.<br/>김치볶음+김가루9.13.<br/>계란후라이1.5.<br/>스팸구이6.10.13.<br/>돌파라다이스(피치)5.13."
"1	20190710	찹쌀밥<br/>아침 카스테라1.2.5.6.13.<br/>갈비탕 한그릇 1.5.8.13.<br/>후라이드닭꼬치*소스5.6.12.13.16.<br/>석박지9.13.<br/>비요뜨초코링2."
"2	20190710	쌀밥(자율)<br/>그릴드베이컨포테이토피자1.2.5.6.10.12.13.<br/>미트소스스파게티(+대하)1.2.5.6.9.10.12.13.<br/>배추김치9.13.<br/>뽕따(소다맛)아이스크림<br/>수제오이무피클13.<br/>콘샐러드*드레싱1.2.5.6.10.13.16.<br/>크림스프2.4.5.6.13."
"3	20190710	자율밥+김자반13.<br/>쑥갓어묵국1.5.6.13.<br/>알감자버터구이2.5.6.10.13.<br/>삶은달걀1.<br/>쫄면한그릇5.6.13.<br/>깍두기9.13.<br/>무지개떡*5.13."
"1	20190711	찹쌀밥<br/>조랭이떡국1.5.6.10.13.<br/>캐슈넛멸치볶음4.5.6.13.<br/>안동찜닭2.5.6.8.13.15.<br/>쿠쿠촉촉마카롱1.2.5.6.13.<br/>허니버터아몬드<br/>과일쥬스"
"2	20190711	잡곡밥<br/>열무된장국5.6.13.<br/>바베큐폭립(사과고추장소스)5.6.10.12.13.18.<br/>가지나물5.6.13.<br/>웨지감자오븐구이2.5.<br/>배추김치9.13.<br/>바나나"
"3	20190711	찹쌀밥<br/>돈육김치찌개5.6.9.10.13.<br/>발사믹샐러드5.6.12.13.16.<br/>명엽채볶음5.6.13.18.<br/>오리훈제단호박볶음5.6.13.18.<br/>깍두기9.13.<br/>떠먹는아이스홍시13."
"1	20190712	쇠고기버섯죽<br/>깻잎찜5.6.<br/>어묵메추리알장조림1.5.6.13.<br/>배추김치9.13.<br/>딸기요플레2.<br/>팥빵1.2.5.6.13."
"2	20190712	찹쌀밥<br/>전복닭장각삼계탕13.15.18.<br/>야채스틱*쌈장5.6.<br/>오색산적*깻잎전1.5.6.10.15.16.18.<br/>석박지9.13.<br/>바람떡5.13.<br/>수박"
"3	20190712	찹쌀밥<br/>순대돼지고기국5.6.9.10.13.<br/>아삭이고추된장무침5.6.<br/>오징어김치전5.6.9.13.<br/>석박지9.13.<br/>베스킨아이스크림1.2.5."
"1	20190715	찹쌀밥<br/>초코데니쉬1.2.5.6.13.<br/>쇠고기무국5.6.13.16.<br/>진미마요네즈조림 5.6.13.17.<br/>계란*떡볶이1.5.6.13.<br/>썬업(과일음료)<br/>21곡 곡물바2.5.6.13."
"2	20190715	찰보리밥<br/>우렁살아욱된장국5.6.13.<br/>날치알계란찜1.5.6.13.<br/>무채장아찌 13.<br/>상추쌈&아삭이고추(쌈장)<br/>대패불고기5.6.10.13.<br/>배추김치9.13."
"3	20190715	찹쌀밥<br/>맑은순살아귀탕5.13.<br/>영양갈비찜5.6.10.13.18.<br/>도토리묵무침5.6.<br/>도토리묵무침*<br/>깍두기9.13.<br/>참외"
"1	20190716	찹쌀밥<br/>조랭이떡국1.5.6.10.13.<br/>안동찜닭2.5.6.8.13.15.<br/>부들어묵피망볶음1.5.6.13.<br/>허니버터아몬드<br/>모카와플*딸기쨈1.2.5.6.13.<br/>과일쥬스"
"2	20190716	강황쌀밥<br/>동태찌개5.6.9.13.<br/>닭봉윙구이5.6.12.13.15.<br/>캐슈넛멸치볶음4.5.6.13.<br/>*가지나물<br/>깍두기9.13.<br/>바나나(생과)"
"3	20190716	하이라이스1.2.5.6.10.12.13.<br/>인절미토스트1.2.5.6.13.<br/>김치콩나물국5.6.9.13.<br/>등갈비구이10.13.<br/>깍두기9.13."
"1	20190717	단호박카레라이스2.5.6.10.13.<br/>팽이미소된장국5.6.13.16.18.<br/>야채핫바*머스타드1.5.6.12.13.16.<br/>배추김치9.13.<br/>*견과<br/>비타500(무카페인)<br/>초코파이2.5.6.13."
"2	20190717	차조밥<br/>들깨수제비5.6.13.<br/>연탄오리불고기(매콤)*파채5.6.10.13.<br/>새콤달콤무쌈*어린잎1.5.6.13.<br/>배추김치9.13.<br/>(파프리카/아삭고추&땅콩쌈장)4.5.6.12.13.<br/>수박"
"3	20190717	찹쌀밥<br/>짬뽕라면국1.2.5.6.9.10.13.<br/>탕수육/후르츠소스1.5.6.10.11.12.13.<br/>배추김치9.13.<br/>꼬들단무지무침<br/>짜먹는요구르트2."
"1	20190718	삼겹살김치볶음밥5.6.9.10.13.<br/>치즈핫도그*케첩1.2.5.6.10.<br/>건새우아욱된장국5.6.9.13.<br/>깍두기9.13.<br/>현미후레이크바2.6.10.<br/>아침에쥬스5.13.<br/>도시락김13."
"2	20190718	+찹쌀밥<br/>메밀소바3.5.13.<br/>SELF충무김밥세트1.5.6.13.<br/>수제야채튀김 1.2.5.6.18.<br/>+석박지9.13.<br/>+김구이13.<br/>자두"
"3	20190718	찹쌀밥<br/>등뼈감자탕5.6.9.10.13.<br/>언양식바싹불고기1.2.5.6.10.13.15.16.<br/>순살가자미카레튀김2.5.<br/>석박지9.13.<br/>사과13."
"1	20190719	영양닭죽15.<br/>(배추김치)9.13.<br/>*삶은계란1.<br/>콘푸레이크/스페셜K2.5.6.13.<br/>아침에샌드위치(치즈/햄/감자)1.2.5.6.10.13."
"2	20190719	콩나물밥5.6.<br/>두부된장찌개5.6.13.<br/>핫도그*케첩1.2.5.6.10.12.13.<br/>과일쥬스"
"1	20190722	찹쌀밥<br/>코코번1.2.5.6.13.<br/>쇠고기미역국5.6.16.<br/>계란장조림1.5.6.13.<br/>스팸구이&케첩1.6.10.13.<br/>배추김치9.13.<br/>오렌지쥬스5.13."
"2	20190722	흑미밥<br/>꽈리고추어묵볶음1.5.6.13.<br/>치즈돈까스1.2.5.6.10.12.13.<br/>배추김치9.13.<br/>수박(생과)<br/>옥수수스프*마늘빵 2.5.6.13."
"3	20190722	영양닭죽13.15.<br/>진미채야채무침5.6.13.<br/>오꼬노미야끼1.5.6.9.10.13.<br/>석박지9.13.<br/>모닝빵/딸기쨈1.2.5.6.13.<br/>상큼한수제레몬에이드"
"1	20190723	찹쌀밥<br/>참치김치볶음1.9.13.<br/>건새우아욱된장국@5.6.9.13.<br/>언양식바싹불고기*소스1.2.5.6.10.12.13.<br/>조미김13.<br/>고칼슘지방제로 플레인요구르트2.<br/>몬테디저트1.2.5.6.13."
"2	20190723	찹쌀밥<br/>등뼈우거지국5.6.10.<br/>마늘쫑잔멸치볶음5.6.13.<br/>그릴치킨스테이크*데리야끼소스1.2.5.6.10.12.13.15.<br/>열무김치9.13.<br/>과일음료"
"3	20190723	흑미밥<br/>설렁탕/당면사리5.6.8.13.<br/>사태떡찜5.6.10.13.<br/>아삭이고추된장무침5.6.<br/>석박지9.13.<br/>키위"
"1	20190724	찹쌀밥<br/>우리쌀돼지바나나링카스테라1.2.5.6.13.<br/>조랭이떡만두국1.5.6.10.13.<br/>진미채엿장조림5.6.13.17.<br/>오색현미육원전1.2.6.10.15.<br/>허니버터아몬드<br/>사과"
"2	20190724	잔치국수/밥1.5.6.9.13.<br/>아이스슈1.2.5.6.13.<br/>단무지쪽파무침(자)<br/>깐풍기1.2.5.6.12.13.<br/>배추김치9.13.<br/>포도스무디2."
"3	20190724	차수수밥<br/>순두부찌개5.9.10.13.<br/>부추파절이13.<br/>상추쌈&쌈장5.6.13.<br/>갈비양념목살구이5.6.10.13.<br/>보쌈김치9.13.<br/>블루베리"
"1	20190725	찹쌀밥<br/>북어채달걀국1.13.<br/>멸치풋고추조림5.6.13.<br/>야채소시지&케첩2.5.6.10.12.13.<br/>배추김치9.13.<br/>콘푸레이크/오레오오즈2.5.6.13.<br/>우유만쥬1.2.5.6.13."
"2	20190725	찹쌀밥<br/>카카오롤케이크1.2.5.6.13.<br/>닭다리삼계탕(북채)13.<br/>오징어김치전1.5.6.9.13.17.<br/>부추겉절이5.6.13.<br/>석박지9.13.<br/>바나나(생과)"
"3	20190725	날치알김치볶음밥1.5.6.9.13.<br/>피자핫도그1.2.5.6.12.13.<br/>쇠고기무국5.6.16.<br/>계란찜1.13.<br/>열무김치9.13."
"1	20190726	찹쌀밥<br/>딸기잼핫케이크1.2.5.6.13.<br/>사골조랭이떡국1.5.6.13.16.<br/>진미채엿장조림5.6.13.17.<br/>등갈비조림5.6.10.13.<br/>배추김치9.13.<br/>오렌지쥬스5.13."
"2	20190726	짬뽕밥 * 당면5.6.8.9.13.16.17.18.<br/>양파*춘장5.6.<br/>고감콘크로켓*케첩1.2.5.6.10.12.13.<br/>배추김치9.13.<br/>단무지<br/>아이스홍시"
"3	20190726	쇠고기콩나물밥5.13.16.<br/>시래기된장국5.6.13.<br/>토마토큐브치즈샐러드5.6.12.13.18.<br/>양념치킨2.4.5.6.12.13.15.<br/>배추김치9.13."
"1	20190729	찹쌀밥<br/>아욱된장국5.6.13.<br/>느타리버섯맛살볶음1.5.6.13.<br/>너비아니조림2.5.6.10.<br/>배추김치9.13.<br/>콘푸레이크/그래놀라2.5.6.13.<br/>리얼수제딸기머핀1.2.5.6.13."
"2	20190729	전주식비빔밥* 언양식떡갈비1.5.6.10.15.16.<br/>무채맑은국13.<br/>배추김치9.13.<br/>바람떡5.13.<br/>수박"
"3	20190729	강황쌀밥<br/>쇠고기미역국5.6.<br/>양배추쌈/쌈장5.6.13.<br/>한돈고추장볶음5.6.10.13.18.<br/>두부구이*5.6.<br/>깍두기9.13.<br/>멜론"
"1	20190730	찹쌀밥<br/>북어채무국1.13.<br/>고구마닭갈비2.5.6.13.15.<br/>부들어묵조림1.2.5.6.10.13.<br/>깍두기9.13.<br/>플라워파이1.2.5.6.13.<br/>골드키위요플레5.13."
"2	20190730	클로렐라밥<br/>호박두부된장국5.6.13.<br/>상추쌈&아삭이고추(쌈장)<br/>베이컨감자채볶음2.5.6.10.13.<br/>대패불고기5.6.10.13.<br/>배추김치9.13.<br/>포도"
"3	20190730	찹쌀밥<br/>쇠고기육개장5.6.13.16.<br/>통등심돈까스/소스1.2.5.6.10.12.13.16.18.<br/>마카로니콘치즈구이1.2.5.6.13.<br/>배추김치9.13.<br/>사과13."
"1	20190731	찹쌀밥<br/>다시마무국13.<br/>씨앗미트볼조림1.2.5.6.10.12.13.<br/>무말랭이무침5.6.13.<br/>배추김치9.13.<br/>콘푸레이크/초코첵스2.5.6.13.<br/>프렌치토스트1.2."
"2	20190731	자장면1.2.5.6.10.13.<br/>계란파국1.13.<br/>후라이드치킨1.2.5.6.13.15.<br/>배추김치9.13.<br/>레몬에이드"
"3	20190731	오므라이스1.2.5.6.10.12.13.<br/>우동국물1.5.6.9.13.<br/>케이준치킨샐러드1.2.5.12.13.<br/>허브가들어간소시지1.2.6.10.<br/>배추김치9.13.<br/>바나나"
"1	20190801	찹쌀밥<br/>팽이버섯된장국5.6.13.<br/>쥐포채볶음(아침)5.13.<br/>치킨데리야끼조림5.6.13.<br/>배추김치9.13.<br/>딸기요플레2.<br/>우리밀와플&생크림1.2.5.6.13."
"2	20190801	찰보리밥<br/>설렁탕*소면사리1.5.6.13.16.<br/>비엔나메추리알조림1.2.5.6.10.12.13.<br/>*사과무생채13.<br/>(+감자말이쉬림프)1.5.6.9.12.13.<br/>석박지9.13.<br/>수박"
