"식사코드	급식일자	요리명"
"3	20210119	흑미밥<br/>쇠고기육개장5.6.16.<br/>사태떡찜5.6.10.13.<br/>파프리카잡채10.13.<br/>파래김자반5.<br/>석박지9.<br/>딸기"
"1	20210120	삼겹살김치볶음밥/김가루5.9.10.13.18.<br/>파인애플불고기피자1.2.5.6.10.12.13.15.16.18.<br/>팽이버섯미소장국5.<br/>달걀후라이*1.5.<br/>동치미9.<br/>제주감귤주스13."
"2	20210120	오므라이스/지단포함1.2.5.6.10.12.13.15.16.18.<br/>오므라이스소스*1.2.5.6.11.12.13.16.18.<br/>맑은미역국5.6.9.<br/>탄두리치킨텐더/허니머스터드1.2.5.6.13.15.18.<br/>석박지9.<br/>상큼한사과주스(이츠웰)13."
"3	20210120	클로렐라쌀밥<br/>맑은아귀탕5.18.<br/>치즈불닭2.5.6.12.13.<br/>두부소금구이1.5.6.13.<br/>배추김치9.<br/>조각파인애플"
"1	20210121	누룽지닭죽15.<br/>우리밀찰핫도그*1.2.5.6.10.15.16.18.<br/>김치볶음1.5.6.9.13.<br/>딸기<br/>시리얼(크랜베리/오즈/초코첵스)/2.5.6."
"2	20210121	찰보리밥<br/>대패고추장콩나물불고기*5.6.10.13.<br/>사골우거지된장국2.5.6.9.13.16.<br/>부추잡채5.6.10.13.18.<br/>배추김치9.<br/>에그타르트(생지)1.2.5.6."
"3	20210121	mini김가루주먹밥1.2.5.6.10.15.16.<br/>베트남양지쌀국수5.6.13.15.16.18.<br/>통새우샤오마이(딤섬)2개1.5.6.8.9.<br/>베트남고구마롤(춘권)1.5.6.10.<br/>깍두기9.<br/>헬로엔요미니언즈(플레인)2."
"1	20210122	찹쌀밥<br/>바지락살근대된장국5.6.9.18.<br/>푸실리미트볼조림1.2.5.6.9.10.12.13.15.16.17.18.<br/>저염고등어카레구이2.5.6.7.12.13.16.18.<br/>배추김치9.<br/>사과(부사)13."
"2	20210122	단호박카로틴쌀밥<br/>매콤어묵쑥갓탕*1.5.6.<br/>시금치옥수수알무침5.6.13.<br/>김치치즈함박스테이크1.2.5.6.9.10.12.13.15.16.<br/>깍두기9.<br/>감귤(밀감/노지)13."
"3	20210122	찹쌀밥<br/>새알만두국1.5.6.10.16.18.<br/>연탄오리간장불고기*파채5.<br/>콩나물무침5.<br/>새송이&통마늘구이2.<br/>백김치9."
"1	20210125	찹쌀밥<br/>맑은콩나물국5.9.<br/>새우젓양념5.6.9.10.13.<br/>카레감자햄볶음*1.2.5.6.10.12.13.15.16.<br/>부추양파겨자소스5.6.13.<br/>족발구이5.10.<br/>보쌈김치9."
"2	20210125	강황쌀밥<br/>동태쑥갓탕(살+곤이)5.6.9.<br/>봄동겉절이5.6.13.<br/>호두멸치볶음*5.6.13.14.<br/>오꼬노미카츠1.2.5.6.10.11.12.13.16.18.<br/>배추김치9.<br/>감(반건시)13."
"3	20210125	찹쌀밥<br/>설렁탕/면사리1.5.6.13.16.<br/>순대야채볶음2.5.6.10.13.16.<br/>진미채간장조림5.6.13.17.<br/>석박지9.<br/>메로나보틀우유2."
"1	20210126	찹쌀밥<br/>고구마케이크*1.2.5.6.<br/>아욱수제비국*5.6.<br/>게맛살달걀찜1.2.5.6.8.9.<br/>오삼불고기5.6.10.13.17.<br/>배추김치9."
"2	20210126	차수수밥<br/>생새우살근대콩나물국5.6.9.<br/>한우찹스테이크/스테이크S1.2.5.6.10.12.13.16.<br/>브로콜리어묵볶음*1.5.6.13.16.17.18.<br/>석박지9.<br/>골드파인애플"
"3	20210126	쇠고기콩나물밥5.16.<br/>순두부찌개5.6.9.10.18.<br/>눈꽃치즈샐러드2.5.6.12.13.<br/>양념닭강정5.6.12.13.<br/>배추김치9.<br/>양념장5.6.<br/>귤"
"1	20210127	찹쌀밥<br/>참치김치찌개5.6.9.<br/>오이부추무침*5.6.13.<br/>통모짜롤까스/소스1.2.5.6.10.11.12.13.16.18.<br/>깍두기9.<br/>딸기"
"2	20210127	잔치국수*1.5.6.<br/>햄치즈샌드위치*1.2.5.6.10.12.13.15.16.<br/>모짜렐라핫도그/케첩1.2.5.6.10.12.15.16.18.<br/>배추김치무침9.<br/>딸기"
"1	20210302	찹쌀밥<br/>고구마케이크*1.2.5.6.<br/>들깨수제비국(중)5.6.<br/>꽃맛살채소볶음1.5.6.8.18.<br/>통모짜롤까스/소스1.2.5.6.10.11.12.13.16.18.<br/>총각김치9."
"2	20210302	발아현미밥<br/>두부김치국5.6.9.<br/>닭볶음탕*5.6.13.15.18.<br/>브로콜리/초고추장5.6.13.<br/>햄달걀말이*1.2.5.6.10.12.15.16.<br/>깍두기9."
"3	20210302	쇠고기콩나물밥5.16.<br/>던킨도넛(미니핑크하트)1.2.5.6.<br/>우렁된장찌개5.6.9.<br/>연근땅콩조림4.5.6.13.<br/>닭장각오븐구이5.13.15.<br/>배추김치9."
"1	20210303	김밥볶음밥(김가루)1.2.5.6.8.10.13.15.16.18.<br/>휘낭시에1.2.5.6.14.<br/>우동국물*1.2.5.6.7.9.13.16.18.<br/>닭다리살꼬치/소스5.6.15.<br/>깍두기9.<br/>청포도(시들러스)"
"2	20210303	치킨마요덮밥*1.5.6.13.15.18.<br/>팽이버섯미소장국5.<br/>소떡꼬치/소스5.6.10.12.13.15.<br/>깍두기9.<br/>식혜(유기농)13.<br/>골드파인애플"
"3	20210303	찹쌀밥<br/>대패고추장불고기5.6.10.13.<br/>쇠고기당면국5.6.16.<br/>상추겉절이5.6.13.<br/>배추김치9.<br/>연두부찜/양념장5.6.13."
"1	20210304	찹쌀밥<br/>북어감자국<br/>콩나물부추무침5.<br/>한우불고기*5.6.16.<br/>석박지9.<br/>딸기요거트뚱카롱*1.2.5.6.14."
"2	20210304	납작보리밥<br/>얼큰순대국*2.5.6.9.10.13.16.<br/>아삭이고추쌈장무침2.4.5.6.13.14.19.<br/>연탄오리불고기/파채/깻잎채5.<br/>양상추샐러드/오리엔탈D1.2.5.6.<br/>석박지9."
"3	20210304	찹쌀밥(자율)<br/>자장면한그릇5.6.10.13.16.<br/>달걀파국1.<br/>탕수육/소스1.5.6.10.11.12.13.<br/>배추김치9.<br/>하트단무지<br/>조각파인애플"
"1	20210305	찹쌀밥<br/>전복미역국5.6.9.18.<br/>시금치옥수수알무침5.6.13.<br/>김치볶음1.5.6.9.13.<br/>토마토소스등갈비구이1.2.5.6.10.12.13.16.18.<br/>딸기요플레2."
"2	20210305	혼합칠곡(7곡/일반)5.<br/>육개장(고)5.6.9.16.<br/>매콤돼지갈비떡찜*5.6.10.13.<br/>한식잡채*5.6.10.13.18.<br/>배추겉절이9.13.<br/>꿀치즈토마토2.12.13."
"3	20210305	흑미밥<br/>돈육김치찌개5.6.9.10.<br/>부추양파무침5.6.13.<br/>오리훈제구이/머스터드1.5.6.13.<br/>깍두기9.<br/>석류쌈무<br/>달달함에 빠진 국산 찰떡4.5.14.19."
"1	20210308	달걀부추국1.5.6.9.<br/>단무지쪽파무침<br/>잡채덮밥*5.6.10.13.18.<br/>육즙가득버섯만두찜1.5.6.10.<br/>자장소스*5.6.10.13.16.<br/>유자주스13."
"2	20210308	강황쌀밥<br/>미트소스스파게티(부식)1.2.5.6.10.12.13.15.16.<br/>초코케이크1.2.5.6.<br/>참치김치찌개5.6.9.<br/>봄동겉절이5.6.13.<br/>오꼬노미카츠1.2.5.6.10.11.12.13.16.18.<br/>석박지9."
"3	20210308	불닭마요덮밥1.5.6.12.13.15.<br/>팽이미소된장국5.6.9.<br/>멸치견과류볶음5.6.13.14.<br/>배추김치9.<br/>찹쌀쫀도그1.2.5.6.12.18.<br/>쁘띠첼포도푸딩"
"1	20210309	쇠고기양송이죽5.6.7.13.16.18.<br/>동치미9.<br/>바나나(생과)<br/>식빵토스트/딸기쨈2.5.6.13.<br/>시리얼(크랜베리/오즈/초코첵스)/2.5.6."
"2	20210309	차수수밥<br/>대패고추장숙주불고기*5.6.10.13.<br/>우렁두부냉이된장국5.6.9.<br/>양배추찜2.4.5.6.13.14.19.<br/>쌈장*2.4.5.6.13.14.19.<br/>고사리들깨볶음(건)5.6.<br/>배추김치9.13.<br/>감귤(밀감/노지)13."
"3	20210309	흑미밥<br/>설렁탕/면사리1.5.6.13.16.<br/>도토리묵김치무침5.6.9.13.<br/>순살가자미카레튀김2.5.6.12.13.16.18.<br/>석박지9.<br/>바나나맛우유2."
"1	20210310	찹쌀밥/김자반5.<br/>어묵우동*1.5.6.7.9.13.18.<br/>라이스틱/치킨소스1.2.5.6.12.13.<br/>단무지(반달단무지)<br/>오렌지*<br/>바나나두유5."
"2	20210310	날치알스팸김치볶음밥/김가루1.2.5.6.9.10.13.15.16.18.<br/>맑은콩나물국5.9.<br/>달걀후라이*1.5.<br/>탄두리소스닭장각구이1.2.5.6.12.13.15.<br/>나박김치9.<br/>딸기요플레2."
"3	20210310	흑미밥<br/>쇠고기미역국5.6.16.<br/>매운돼지갈비찜5.6.10.13.<br/>감자채햄볶음1.2.5.6.10.15.16.<br/>보쌈김치9.<br/>수제후르츠요거트(망고)2."
"1	20210311	찹쌀밥<br/>닭카레떡볶음2.5.6.12.13.15.16.<br/>몽글순두부짬뽕탕5.6.8.9.16.17.18.<br/>스트링치즈산적1.5.6.10.16.17.18.<br/>깍두기9.<br/>불가리스(사과)2.13."
"2	20210311	혼합십곡밥(10곡)5.<br/>오징어무국*5.6.9.13.17.<br/>오이부추달래무침*5.6.13.<br/>리코타치즈샐러드/오리엔탈D1.2.5.6.<br/>수제김치피자탕수육(꿔바로우)1.2.5.6.9.10.11.12.13.16.<br/>깍두기9."
"3	20210311	찹쌀밥<br/>닭다리삼계탕15.<br/>온두부/참치김치볶음5.9.13.<br/>고구마맛탕5.13.<br/>석박지9.<br/>비요뜨쵸코링2."
"1	20210312	찹쌀밥<br/>닭곰탕*15.<br/>진미채엿장조림*5.6.13.17.<br/>오삼불고기5.6.10.13.17.<br/>석박지9.<br/>딸기우유2."
"2	20210312	찰옥수수밥<br/>아욱감자된장국5.6.9.<br/>무말랭이진미채무침5.6.13.17.<br/>파채상추콩나물무침5.13.<br/>돈오븐구이5.6.10.12.13.18.<br/>보쌈김치9.<br/>거봉포도"
"3	20210312	햄치즈밥버거1.2.5.6.9.10.13.15.16.<br/>쇠고기떡국1.16.<br/>크링클컷/카사바칩/케첩5.6.12.<br/>깍두기9.<br/>이상한나라의 솜사탕(화이트데<br/>엔요1002."
"1	20210315	찹쌀밥<br/>건새우근대된장국5.6.9.<br/>부추양파겨자무침5.6.13.<br/>비빔막국수5.6.13.<br/>족발구이5.10.<br/>보쌈김치9.<br/>워터젤리(포도/쁘띠첼)"
"2	20210315	완두콩밥<br/>검은깨두부/참치김치볶음5.9.<br/>무청시래기달래된장국5.6.9.<br/>치커리사과무침(오렌지소스)1.2.5.6.<br/>브로콜리어묵볶음*1.5.6.13.16.17.18.<br/>석박지9.<br/>에그타르트(생지)1.2.5.6."
"3	20210315	오므라이스밥/지단1.2.5.6.10.13.15.16.18.<br/>오므라이스소스1.2.5.6.12.13.16.18.<br/>유부미소된장국5.6.9.<br/>꼬치없는떡꼬치5.6.12.13.<br/>배추김치9.<br/>회오리감자5.6.<br/>우유미숫가루2.5.13."
"1	20210316	찹쌀밥<br/>등뼈우거지국5.6.10.<br/>연두부찜/양념장5.6.<br/>칼슘고기완자/케첩1.2.3.5.6.10.12.15.16.18.<br/>배추겉절이9.13.<br/>딸기"
"2	20210316	납작보리밥<br/>유부쫄면무침*5.6.13.<br/>소고기청국장찌개*5.6.9.16.<br/>저염고등어카레구이6.7.12.13.16.18.2.5.<br/>깍두기9.<br/>오렌지*"
"3	20210316	흑미밥<br/>쇠고기육개장5.6.16.<br/>등갈비김치찜5.6.9.10.13.<br/>두부소금구이5.<br/>석박지9.<br/>투게더아이스크림1.2.5."
"1	20210317	콩나물밥/양념장5.6.13.16.<br/>햄치즈샌드위치*1.2.5.6.10.12.13.15.16.<br/>달걀부추국1.5.6.9.<br/>치킨텐더/허니머스터드1.2.5.6.13.15.18.<br/>배추김치9.13."
"2	20210317	훈제오리새우볶음밥1.2.5.6.9.10.13.16.18.<br/>★수제피자핫도그1.2.5.6.10.12.13.15.16.<br/>맑은미역국5.6.9.<br/>배추김치9.13.<br/>유자주스13.<br/>흰색앙금절편"
"3	20210317	찹쌀밥<br/>건새우아욱된장국5.6.9.<br/>양념깻잎찜5.6.13.<br/>청포묵김가루무침1.5.6.<br/>순살닭갈비5.6.13.15.<br/>배추김치9."
"1	20210318	옛날도시락비빔밥/달걀후라이1.2.5.6.9.10.13.15.16.<br/>팽이버섯미소장국5.<br/>호두멸치볶음*5.6.13.14.<br/>나박김치9.<br/>모닝퐁우유미숫가루*2.5.6.13."
"2	20210318	찰보리밥<br/>해물볶음우동*5.6.7.9.12.13.17.18.<br/>우리밀마늘빵스틱(생지)2.5.6.<br/>브로콜리치즈스프*4.5.6.13.16.18.2.<br/>매콤콩나물무침*5.<br/>고구마치즈돈까스/소스1.2.5.6.10.11.12.13.16.18."
"3	20210318	참치야채비빔밥5.6.13.<br/>우동국물1.2.5.6.7.9.13.18.<br/>달걀말이1.2.5.<br/>멘보샤/치폴레마요1.2.5.6.9.18.<br/>배추김치9.<br/>비피더스명장포도2."
"1	20210319	찹쌀밥<br/>로제크림소스스파게티1.2.5.6.9.10.12.13.<br/>김치콩나물국5.6.9.<br/>브로콜리치즈함박스테이크1.2.5.6.10.11.12.13.15.16.18.<br/>깍두기9.<br/>오이피클<br/>오렌지주스(Dole)13."
"2	20210319	기장쌀밥<br/>소면설렁탕*1.5.16.<br/>쌈장*2.4.5.6.13.14.19.<br/>해물김치전1.5.6.9.10.13.16.17.18.<br/>닭다리살꼬치/소스5.6.15.<br/>석박지9.<br/>파프리카스틱/오이스틱/고추"
"3	20210319	자율밥+김자반5.<br/>잔치국수1.5.6.9.13.<br/>오이무침5.6.13.<br/>크리미어니언수제치킨1.2.5.6.13.15.18.<br/>배추김치9.<br/>바나나"
"1	20210322	찹쌀밥<br/>참치김치찌개5.6.9.<br/>스파게티해물미트볼1.2.5.6.9.10.12.13.15.16.17.18.<br/>매콤감자볶음1.2.5.6.10.15.16.<br/>와플/생크림딸기1.2.5.6.13.<br/>총각김치9."
"2	20210322	차수수밥<br/>생새우살근대콩나물국5.6.9.<br/>세발나물무침5.6.<br/>오삼불고기5.6.10.13.17.<br/>뮤즐리멸치볶음*5.6.13.<br/>배추김치9.13.<br/>골드파인애플"
"3	20210322	클로렐라쌀밥<br/>등뼈감자탕5.6.10.<br/>두부구이+돈양념5.6.10.12.13.18.<br/>파프리카잡채5.6.10.13.18.<br/>석박지9.<br/>따뜻한유자차한컵"
"1	20210323	찹쌀밥<br/>초코파이(초록)1.2.5.6.<br/>북어감자국<br/>날치알달걀찜1.2.5.6.8.9.<br/>돈육김치볶음*5.6.9.10.13.<br/>무말랭이김치"
"2	20210323	흑미밥<br/>매콤어묵쑥갓탕*1.5.6.<br/>숙주맛살무침1.5.6.8.<br/>눈꽃치즈샐러드/키위D1.2.5.6.12.<br/>치즈불닭*15.2.5.6.13.<br/>배추김치9.13.<br/>블랙사파이어(가지포도)"
"3	20210323	찹쌀밥(자율)<br/>크림카레우동1.2.5.6.7.10.12.13.16.18.<br/>새우튀김2개1.5.6.9.<br/>타코야끼1.2.5.6.13.<br/>깍두기9.<br/>아침에주스(포도)13."
"1	20210324	오징어덮밥/김가루포함5.6.9.13.17.18.<br/>쇠고기두부탕국*5.6.16.<br/>얼갈이나물고추장무침5.6.13.<br/>응원리얼소시지바/머스터드1.2.5.6.10.13.15.16.<br/>배추김치9.13.<br/>바나나우유2."
"2	20210324	산채비빔밥5.16.<br/>우동국물*1.2.5.6.7.9.13.16.18.<br/>한우약고추장10.13.16.<br/>대만식지파이/콘시즈닝1.2.5.6.10.11.12.15.16.18.<br/>동치미9.<br/>사과(부사)13."
"3	20210324	흑미밥<br/>바지락순두부찌개5.6.9.10.18.<br/>오향장육4.5.6.10.13.16.<br/>아삭이고추된장무침5.6.<br/>파채콩나물무침5.6.13.<br/>보쌈김치9.<br/>고추냉이쌈무"
"1	20210325	찹쌀밥<br/>새알심만두국*1.2.5.6.10.13.15.16.18.<br/>돈육메추리알장조림*1.5.6.10.13.<br/>총각김치9.<br/>딸기<br/>마카로니콘치즈구이*1.2.5.6.8.13."
"2	20210325	기장쌀밥<br/>부대찌개1.2.5.6.9.10.12.13.15.16.<br/>잠발라야소스닭봉구이1.2.5.6.12.13.15.<br/>도토리묵채소무침5.6.<br/>꼬들무채장아찌13.<br/>총각김치9.<br/>골드파인애플"
"3	20210325	김밥볶음밥1.2.5.6.8.10.15.16.<br/>팽이미소된장국5.6.9.<br/>삶은달걀1.<br/>순대3개2.5.6.10.13.16.<br/>떡볶이1.5.6.13.<br/>단무지<br/>노지귤(75g)"
"1	20210326	찹쌀밥<br/>유부김치국5.9.<br/>저염오이지무침(자)13.<br/>고다치즈코코넛돈가스/소스1.2.5.6.10.11.12.13.16.18.<br/>우유하트도넛1.2.5.6.<br/>깍두기9."
"2	20210326	홍국쌀밥<br/>대패고추장콩나물불고기*5.6.10.13.<br/>동태쑥갓탕(살+곤이)5.6.9.<br/>도라지오이무침*5.13.<br/>궁중떡볶이*1.5.6.10.13.16.18.<br/>배추김치9.13.<br/>캐플주스(사과/당근)13."
"1	20210329	찹쌀밥<br/>치즈케이크(kiri)1.2.5.6.<br/>쇠고기미역국(들기름)5.6.9.16.<br/>열무된장무침5.6.<br/>오리훈제채소볶음5.6.13.18.<br/>석박지9."
"2	20210329	혼합십삼곡밥(13곡)5.<br/>북어채콩나물국5.9.<br/>김치닭살볶음5.6.9.13.15.<br/>비엔나치즈떡볶음*1.2.5.6.10.12.13.15.16.18.<br/>총각김치9.<br/>오렌지*"
"3	20210329	찹쌀밥<br/>짬뽕국1.5.6.9.10.13.17.18.<br/>퐁듀미트볼1.2.5.6.10.12.13.15.16.<br/>배추김치9.<br/>꼬물이만두5개/초간장1.5.6.10.13.16.18.<br/>딸기"
"1	20210330	찹쌀밥<br/>몽글순두부들깨탕5.6.8.9.16.17.18.<br/>한우불고기*5.6.16.<br/>사각어묵볶음(매콤)1.5.6.13.16.17.18.<br/>깍두기9.<br/>청포도(시들러스)"
"2	20210330	차조쌀밥<br/>등뼈김치우거지국5.6.9.10.<br/>연두부찜/양념장5.6.<br/>취나물무침(자율/생)5.6.<br/>숙주꿔바로우1.5.6.10.11.12.13.<br/>깍두기9."
"3	20210330	찹쌀밥(적은양)<br/>옥수수스프2.5.6.13.16.<br/>쫄면야채무침5.6.13.<br/>망고샐러드/딸기D1.2.5.6.<br/>통등심돈가스/소스1.2.5.6.10.11.12.13.16.18.<br/>깍두기9.<br/>짜먹는요구르트(딸기)2."
"1	20210331	나시고랭볶음밥1.2.5.6.9.10.13.16.18.<br/>우동국물*1.2.5.6.7.9.13.16.18.<br/>오징어야채어묵바1.2.5.6.<br/>골뱅이파채무침5.13.<br/>배추김치9.13.<br/>바나나(생과)"
"2	20210331	찹쌀밥/김자반5.<br/>감자샐러드햄치즈샌드위치1.2.5.6.10.15.16.<br/>겉바속쫄핫도그/케첩1.2.5.6.10.12.15.16.18.<br/>나가사키짬뽕*5.6.8.9.12.13.15.16.17.18.<br/>깍두기9.<br/>단무지(반달단무지)<br/>엔요2."
"3	20210331	찹쌀밥<br/>순대돼지고기국2.5.6.9.10.13.16.<br/>브로콜리/초장5.6.13.<br/>오징어김치전1.5.6.9.17.<br/>석박지9.<br/>모닝빵/딸기쨈/버터1.2.5.6.13."
"1	20210401	찹쌀밥<br/>황태감자국*1.<br/>쇠고기메추리알장조림1.5.6.10.13.16.<br/>알감자버터구이2.5.6.<br/>석박지9.<br/>아침에주스(사과)13."
"2	20210401	차수수밥<br/>대패간장불고기*1.2.5.6.10.12.13.<br/>김치콩나물국5.6.9.<br/>깍두기9.<br/>돌산갓피클<br/>뻥과자2.5.6.<br/>마카로니콘치즈구이*1.2.5.6.8.13."
"3	20210401	흑미밥<br/>해물볶음우동5.6.7.9.12.13.17.18.<br/>쇠고기미역국5.6.16.<br/>탕수육/소스1.5.6.10.11.12.13.<br/>배추김치9.<br/>단무지"
"1	20210402	찹쌀밥<br/>쿠앤크뚱카롱1.2.5.6.<br/>아욱감자된장국5.6.9.<br/>매콤콩나물무침*5.<br/>김치볶음1.5.6.9.13.<br/>수제등갈비구이5.6.10.12.13.16."
"2	20210402	찰옥수수밥<br/>몽글순두부짬뽕탕5.6.8.9.16.17.18.<br/>스모그햄전1.2.5.6.10.13.15.16.<br/>순살가자미카레튀김1.2.5.6.13.<br/>석박지9.<br/>포도주스(최고야포도씨)13."
"3	20210402	강황쌀밥<br/>쇠고기무국5.6.16.<br/>연탄오리간장불고기5.<br/>부추파절이13.<br/>레몬쌈무<br/>배추김치9.<br/>수제토마토생과일주스12.13."
"1	20210405	찹쌀밥<br/>브로콜리치즈스프*2.4.5.6.13.16.18.<br/>단무지무침*<br/>고다치즈코코넛돈가스/소스1.2.5.6.10.11.12.13.16.18.<br/>배추김치9.13.<br/>앙버터모닝빵1.2.5.6.13."
"2	20210405	흑미밥<br/>홍합살미역국(참기름)5.6.9.16.18.<br/>매콤돼지갈비떡찜*5.6.10.13.<br/>애호박느타리버섯볶음5.<br/>배추김치9.13.<br/>메이플피칸파이*1.2.5.6.14."
"3	20210405	쇠고기야채죽16.<br/>소떡소떡꼬치/소스1.2.5.6.10.12.13.15.16.<br/>튼튼햄버거1.2.5.6.10.12.13.15.16.<br/>깍두기9.<br/>바나나<br/>오라떼(피치)11.13."
"1	20210406	찹쌀밥<br/>쇠고기두부탕국*5.6.16.<br/>달걀찜1.2.5.6.8.9.13.<br/>참치김치볶음1.5.6.9.13.<br/>스팸구이1.2.5.6.10.13.15.16.<br/>김구이(개별)<br/>포도(블랙올림피아)"
"2	20210406	혼합십삼곡밥(13곡)5.<br/>로제크림소스스파게티1.2.5.6.9.10.12.13.<br/>아욱수제비국*5.6.<br/>저염고등어무조림5.6.7.<br/>양상추샐러드/발사믹D1.2.5.6.<br/>배추김치9.13.<br/>골드파인애플"
"3	20210406	찹쌀밥<br/>부대찌개1.2.5.6.9.10.13.15.16.<br/>감자채볶음<br/>순살닭갈비5.6.13.15.<br/>배추김치9.<br/>카프리제토마토샐러드1.2.5.6.12."
"1	20210407	삼겹살김치볶음밥/김가루13.18.5.9.10.<br/>우동국물*1.2.5.6.7.9.13.16.18.<br/>달걀후라이*1.5.<br/>응원리얼소시지바/머스터드1.2.5.6.10.13.15.16.<br/>열무김치9.<br/>딸기요구르트(친환경)2."
"2	20210407	찹쌀밥<br/>얼큰해물어묵우동*1.5.6.7.9.13.17.18.<br/>얼갈이겉절이5.6.13.<br/>탄두리소스닭장각구이1.2.5.6.12.13.15.<br/>깍두기9.<br/>단무지(반달단무지)<br/>사과주스(친환경)13.<br/>꿀떡"
"3	20210407	흑미밥<br/>쇠고기떡국1.16.<br/>파채콩나물무침5.6.13.<br/>한돈오븐구이5.6.10.12.13.<br/>레몬쌈무<br/>배추김치9.<br/>엔요1002."
"1	20210408	누룽지닭죽15.<br/>저염오이지무침*13.<br/>어묵김치볶음1.5.6.9.13.<br/>후르츠생크림모닝빵1.2.5.6.11.<br/>시리얼(크랜베리/오즈/초코첵스)/2.5.6."
"2	20210408	강황쌀밥<br/>치즈미트볼감자데리야끼조림1.2.5.6.10.12.13.15.16.<br/>시금치콩나물국5.6.<br/>양념깻잎지*5.6.13.<br/>멸치고추장볶음*5.6.13.<br/>배추김치9.13."
"3	20210408	클로렐라쌀밥<br/>돈육김치찌개5.6.9.10.<br/>사태떡찜5.6.10.13.<br/>시금치나물5.6.<br/>석박지9.<br/>요플레과일샐러드1.2.4.5.12."
"1	20210409	찹쌀밥<br/>사골조랭떡국1.16.<br/>녹차고추냉이무쌈13.<br/>오이부추무침*5.6.13.<br/>돼지훈제바베큐*10.<br/>보쌈김치9.<br/>딸기요플레2."
"2	20210409	찰보리밥<br/>대패고추장불고기*5.6.10.13.<br/>감자짜글이찌개(햄+돈육)1.2.5.6.9.10.13.15.16.<br/>숙주맛살무침1.5.6.8.<br/>열무김치9.<br/>포도(블랙올림피아)"
"3	20210409	카레라이스12.13.16.18.2.5.6.10.<br/>인절미토스트2.5.6.13.<br/>유부미소된장국5.6.9.<br/>토마토소스등갈비구이5.6.10.12.13.16.<br/>깍두기9.<br/>비피더스명장포도2."
"1	20210412	찹쌀밥<br/>동태쑥갓탕(살+곤이)5.6.9.<br/>한방한우갈비찜(갈비살)5.6.10.13.16.<br/>햄달걀말이*1.2.5.6.10.12.15.16.<br/>배추김치9.13.<br/>윌*"
"2	20210412	홍국쌀밥<br/>해물볶음우동*5.6.7.9.12.13.17.18.<br/>팽이버섯미소장국5.<br/>쌈장*2.4.5.6.13.14.19.<br/>통등심돈까스/소스1.2.5.6.10.11.12.13.16.18.<br/>깍두기9.<br/>파프리카스틱/오이스틱/고추"
"3	20210412	찹쌀밥<br/>눈꽃치즈샐러드1.2.5.6.12.13.<br/>오리훈제채소볶음13.18.5.6.<br/>수제고구마튀김5.6.<br/>두부김치국9.5.<br/>열무김치9.<br/>고추냉이쌈무"
"1	20210413	찹쌀밥<br/>쇠고기떡국(조)1.5.6.9.16.<br/>진미채엿장조림*5.6.13.17.<br/>돈육김치볶음*5.6.9.10.13.<br/>총각김치9.<br/>오렌지주스(Dole)13."
"2	20210413	통밀쌀밥6.<br/>유부김가루국5.6.7.9.13.18.<br/>오향장육/레몬무쌈4.10.13.<br/>파채상추콩나물무침5.13.<br/>보쌈김치9.<br/>꿀치즈토마토2.12.13."
"3	20210413	치킨마요덮밥1.5.6.13.15.<br/>반반한핫도그1.2.5.6.10.12.13.15.18.<br/>청양초콩나물국5.6.9.<br/>단무지무침13.<br/>배추김치9.<br/>하우스귤"
"1	20210414	가츠동1.2.5.6.10.12.13.<br/>우동국물*1.2.5.6.7.9.13.16.18.<br/>스트링치즈어묵바1.2.5.6.<br/>깍두기9.<br/>불가리스(사과)"
"2	20210414	곤드레콩나물밥5.6.13.16.<br/>양념간장5.6.16.<br/>건새우근대된장국5.6.9.<br/>양상추샐러드/딸기D1.2.5.6.<br/>배추김치9.13.<br/>뱅글뱅글소시지튀김1.2.5.6.10.15.16.<br/>사과즙*13."
"3	20210414	흑미밥<br/>건새우아욱된장국5.6.9.<br/>매운돼지갈비찜5.6.10.13.<br/>배추김치9.<br/>연두부찜/양념장5.6.13.<br/>직접갈은 바나나우유2."
"1	20210415	바몬드단호박카레소스1.2.5.6.10.12.13.16.<br/>찹쌀밥<br/>라이스샌드케익(초코)1.2.5.6.<br/>맑은콩나물국5.9.<br/>비엔나치즈떡볶음*1.2.5.6.10.12.13.15.16.18.<br/>배추김치9.13."
"2	20210415	기장쌀밥<br/>부대찌개1.2.5.6.9.10.12.13.15.16.<br/>돈육검은깨두부조림*5.6.10.13.<br/>과일샐러드/요거트드레싱1.2.5.6.11.12.<br/>달걀말이*1.2.5.6.10.12.15.16.<br/>열무김치9."
"3	20210415	찹쌀밥<br/>차승원표닭곰탕&당면사리15.<br/>돈육메추리알장조림1.5.6.10.13.<br/>오징어김치전1.5.6.9.17.<br/>석박지9.<br/>사과13."
"1	20210416	찹쌀밥<br/>떠먹는롤케익(쿠키앤크림)1.2.5.6.<br/>해물수제비국*5.6.9.17.<br/>시금치무침*5.6.<br/>한우불고기*5.6.16.<br/>석박지9."
"2	20210416	혼합십곡밥(10곡)5.<br/>두부김치국5.6.9.<br/>비빔막국수5.6.13.<br/>깻잎감자탕수육/소스1.5.6.10.11.12.13.<br/>깍두기9.<br/>골드파인애플"
